file_name,Mery_ac_cn_inout_mouth.translateY,Mery_ac_cn_jaw_control.rotateZ,Mery_ac_cn_jaw_control.translateX,Mery_ac_cn_jaw_control.translateY,Mery_ac_cn_mouth_move.rotateZ,Mery_ac_cn_mouth_move.translateX,Mery_ac_cn_mouth_move.translateY,Mery_ac_dw_lf_lip_inout.translateY,Mery_ac_dw_rg_lip_inout.translateY,Mery_ac_general_lf_brow.translateY,Mery_ac_general_rg_brow.translateY,Mery_ac_jaw_front.translateX,Mery_ac_lf_brow01.translateY,Mery_ac_lf_brow02.translateY,Mery_ac_lf_brow03.translateY,Mery_ac_lf_cheekbone.translateY,Mery_ac_lf_corner_control.translateX,Mery_ac_lf_corner_control.translateY,Mery_ac_lf_entrecejo.translateX,Mery_ac_lf_entrecejo.translateZ,Mery_ac_lf_infLid_move_sg.rotateZ,Mery_ac_lf_infLid_move_sg.translateX,Mery_ac_lf_infLid_move_sg.translateY,Mery_ac_lf_iris.translateY,Mery_ac_lf_lowlid01_sg.translateX,Mery_ac_lf_lowlid01_sg.translateY,Mery_ac_lf_lowlid02_sg.translateX,Mery_ac_lf_lowlid02_sg.translateY,Mery_ac_lf_lowlid03_sg.translateX,Mery_ac_lf_lowlid03_sg.translateY,Mery_ac_lf_moflete.translateY,Mery_ac_lf_nose.translateY,Mery_ac_lf_pupila.translateY,Mery_ac_lf_stickyLips_control.translateY,Mery_ac_lf_supfLid_move_sg.rotateZ,Mery_ac_lf_supfLid_move_sg.translateX,Mery_ac_lf_supfLid_move_sg.translateY,Mery_ac_lf_suplid01_sg.translateX,Mery_ac_lf_suplid01_sg.translateY,Mery_ac_lf_suplid02_sg.translateX,Mery_ac_lf_suplid02_sg.translateY,Mery_ac_lf_suplid03_sg.translateX,Mery_ac_lf_suplid03_sg.translateY,Mery_ac_lf_tinyCorner_control.translateX,Mery_ac_lf_tinyCorner_control.translateY,Mery_ac_loLip_01_control.translateX,Mery_ac_loLip_01_control.translateY,Mery_ac_loLip_02_control.translateX,Mery_ac_loLip_02_control.translateY,Mery_ac_loLip_03_control.translateX,Mery_ac_loLip_03_control.translateY,Mery_ac_loLip_04_control.translateX,Mery_ac_loLip_04_control.translateY,Mery_ac_loLip_05_control.translateX,Mery_ac_loLip_05_control.translateY,Mery_ac_rg_brow01.translateY,Mery_ac_rg_brow02.translateY,Mery_ac_rg_brow03.translateY,Mery_ac_rg_cheekbone.translateY,Mery_ac_rg_corner_control.translateX,Mery_ac_rg_corner_control.translateY,Mery_ac_rg_entrecejo.translateX,Mery_ac_rg_entrecejo.translateZ,Mery_ac_rg_inffLid_move_sg.rotateZ,Mery_ac_rg_inffLid_move_sg.translateX,Mery_ac_rg_inffLid_move_sg.translateY,Mery_ac_rg_iris.translateY,Mery_ac_rg_lowlid01_sg.translateX,Mery_ac_rg_lowlid01_sg.translateY,Mery_ac_rg_lowlid02_sg.translateX,Mery_ac_rg_lowlid02_sg.translateY,Mery_ac_rg_lowlid03_sg.translateX,Mery_ac_rg_lowlid03_sg.translateY,Mery_ac_rg_moflete.translateY,Mery_ac_rg_nose.translateY,Mery_ac_rg_pupila.translateY,Mery_ac_rg_stickyLips_control.translateY,Mery_ac_rg_supfLid_move_sg.rotateZ,Mery_ac_rg_supfLid_move_sg.translateX,Mery_ac_rg_supfLid_move_sg.translateY,Mery_ac_rg_suplid01_sg.translateX,Mery_ac_rg_suplid01_sg.translateY,Mery_ac_rg_suplid02_sg.translateX,Mery_ac_rg_suplid02_sg.translateY,Mery_ac_rg_suplid03_sg.translateX,Mery_ac_rg_suplid03_sg.translateY,Mery_ac_rg_tinyCorner_control.translateX,Mery_ac_rg_tinyCorner_control.translateY,Mery_ac_upLip_01_control.translateX,Mery_ac_upLip_01_control.translateY,Mery_ac_upLip_02_control.translateX,Mery_ac_upLip_02_control.translateY,Mery_ac_upLip_03_control.translateX,Mery_ac_upLip_03_control.translateY,Mery_ac_upLip_04_control.translateX,Mery_ac_upLip_04_control.translateY,Mery_ac_upLip_05_control.translateX,Mery_ac_upLip_05_control.translateY,Mery_ac_up_lf_lip_inout.translateY,Mery_ac_up_rg_lip_inout.translateY
mery_joy_1,0,0,0,-0.226793969,0,0,0.242532205,0,0,-0.06175089,-0.06175089,0,0.431634432,0.486770644,0.498423851,0.311849501,-1,0.400281811,0,0,0,0,-0.11293163,0,0,0,0,0.19191328,0,0,0,0,0,0,0,0,0.502548317,0,-0.050061888,0,0,0,-0.100123777,0.143887586,0.10791569,-0.154893536,0,-0.154893536,0,0,-0.077446768,-0.15495318,0,-0.15495318,0,0.264649648,0.431634432,0.610272423,0.311849501,-1,0.400281811,0,0,0,0,-0.10229545,0,0,0,0,0.241975169,0,0,0,0,0,0,0,0,0.488529297,0,-0.050061888,0,0,0,-0.150185665,0.143832202,0.10791569,0,0.10791569,0,0.10791569,0,0.10791569,-0.15495318,0.10791569,-0.15495318,0.10791569,0.057891459,0.057891459
